Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed,Elevation
02RC009,PERIBONCA (RIVIERE) EN AVAL DE LA CENTRALE DE CHUTE-A-LA-SAVANE,QC,Discontinued,48.75417,-71.84,1978,1993,26900,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,144.3029785156
02RC010,SERPENT (RIVIERE AU) PRES DE LA RIVIERE PERIBONCA,QC,Discontinued,49.6075,-71.29944,1978,1984,2220,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,305.608581543
02RC011,PERIBONCA (PETITE RIVIERE),QC,Active,48.81417,-72.04778,1974,2018,1090,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,112
02RD001,MISTASSIBI (RIVIERE) PRES DE LA RIVIERE MISTASSINI,QC,Discontinued,48.91472,-72.20361,1960,1961,9300,,N,Flow,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,121
02RD002,MISTASSIBI (RIVIERE),QC,Discontinued,48.89944,-72.21167,1961,2004,9320,,N,Flow,Continuous,N,Y,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,114
02RD003,MISTASSINI (RIVIERE) EN AMONT DE LA RIVIERE MISTASSIBI,QC,Active,48.88778,-72.26361,1961,2018,9870,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,119.9620285034
02RD004,RATS (RIVIERE AUX) EN AMONT DU LAC AUX RATS,QC,Discontinued,49.25333,-72.285,1960,1960,,,R,Flow,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,182
02RD005,RATS (RIVIERE AUX) PRES DE LA RIVIERE MISTASSINI,QC,Discontinued,48.90833,-72.25778,1960,1961,2460,,R,Flow,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,125.8098144531
02RD006,TICOUAPE (RIVIERE),QC,Discontinued,48.855,-72.49472,1979,1983,295,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,120
02RD007,MISTASSIBI (RIVIÈRE) EN AMONT DE LA CHUTE BOUCHARD,QC,Active,48.9425,-72.1726,2003,2018,8740,,N,Flow,Continuous,N,N,Y,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,124.7500152588
02RE001,MISTASSINI (RIVIERE) EN AMONT DE LA RIVIERE SAMAQUA,QC,Discontinued,49.31889,-72.63806,1968,1975,4480,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,189
02RE002,MISTASSINI (RIVIERE) PRES DE LA RIVIERE SAMAQUA,QC,Discontinued,49.16889,-72.56889,1961,1968,4580,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,184
02RE003,OUASIEMSCA (RIVIERE) EN AVAL DE LA RIVIERE MICOSAS,QC,Discontinued,49.1025,-72.7325,1965,1979,3320,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,206.7915344238
02RE004,OUASIEMSCA (RIVIERE),QC,Discontinued,49.00056,-72.50472,1961,1972,3420,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,164
02RE005,SAMAQUA (RIVIERE),QC,Discontinued,49.15944,-72.55667,1960,1961,1410,,N,Flow,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,183
02RE006,JIM (LAC A),QC,Discontinued,48.98333,-72.74222,1965,1982,1190,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,208
02RF001,ASHUAPMUSHUAN (RIVIERE) À LA TÊTE DE LA CHUTE AUX SAUMONS,QC,Active,48.68639,-72.48806,1961,2018,15300,,N,Flow,Continuous,Y,Y,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,102
02RF002,ASHUAPMUSHUAN (RIVIERE) EN AVAL DE LA RIVIERE DU CHEF,QC,Discontinued,49.27639,-73.35667,1962,2011,11100,,N,Flow and Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,300.1281433105
02RF003,CHAMOUCHOUANE (RIVIERE) EN AMONT DE LA RIVIERE DU CHEF-1,QC,Discontinued,49.33833,-73.40083,1960,1961,5180,,N,Flow,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,324.6524353027
02RF004,CHAMOUCHOUANE (RIVIERE) EN AMONT DE LA RIVIERE DU CHEF-2,QC,Discontinued,49.33917,-73.41167,1962,1962,5180,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,369.5759887695
02RF005,CHAMOUCHOUANE (RIVIERE) A LA GRANDE CHUTE A L'OURS,QC,Discontinued,48.77306,-72.57861,1960,1961,14700,,N,Flow,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,130
02RF006,CHAMOUCHOUANE (RIVIERE) EN AVAL DU PONT DE LA ROUTE NO 167,QC,Discontinued,49.25667,-73.70833,1962,1993,4330,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,368
02RF007,CHEF (RIVIERE DU),QC,Discontinued,49.37167,-73.39833,1962,1962,5850,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,354.5213317871
02RF008,CHEF (RIVIERE DU) PRES DE LA RIVIERE CHAMOUCHOUANE,QC,Discontinued,49.35167,-73.40083,1960,1961,5850,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,298.8262023926
02RF009,SAUMONS (RIVIERE AUX) PRES DE L'EMBOUCHURE,QC,Active,48.68361,-72.51389,1982,2018,585,,N,Flow,Continuous,N,N,Y,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,115.2195587158
02RF010,ROUGE (RIVIÈRE) EN AMONT DU PONCEAU SUR LA ROUTE 373,QC,Active,48.8039,-72.492,2008,2018,27,,,Flow,Continuous,N,N,Y,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,118
02RG002,SAINT-JEAN (LAC) PRES DE SAINT-HENRI-DETAILLON,QC,Discontinued,48.65556,-71.85,1978,1993,73000,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,98
02RG003,SAINT-JEAN (LAC) A SAINT-GEDEON,QC,Discontinued,48.53889,-71.78056,1978,1993,73000,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,101
02RG004,METABETCHOUANE (RIVIERE) A SAINT-ANDRE,QC,Discontinued,48.31167,-71.98778,1970,1973,2030,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,244.3008880615
02RG005,METABETCHOUANE (RIVIERE) EN AMONT DE LA CENTRALE S.R.P.C.,QC,Active,48.375,-71.99361,1964,2018,2280,,N,Flow,Continuous,N,Y,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,198
02RG006,METABETCHOUANE (RIVIERE) A LA CENTRALE S.R.P.C.,QC,Discontinued,48.37556,-71.97944,1951,1960,2300,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,SAINT-RAYMOND PAPER COMPANY,Y,198.6486968994
02RG007,OUIATCHOUANE (RIVIERE) AU RESERVOIR DES COMMISSAIRES,QC,Active,48.20167,-72.24306,1964,2018,562,,R,Flow and Level,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,325
02RG008,OUIATCHOUANE (RIVIERE) EN AVAL DU BARRAGE DE LAC DES COMMISSAIRES,QC,Active,48.20611,-72.23889,1966,2018,562,,R,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,323
02RG009,BOUCHETTE (LAC),QC,Discontinued,48.26222,-72.19444,1977,1997,624,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,312
02RG010,SAINT-JEAN (LAC) A ROBERVAL,QC,Discontinued,48.52611,-72.22139,1913,1982,73000,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,98
02RG011,COUCHEPAGANICHE (RIVIERE) PRES DE SON EMBOUCHURE,QC,Discontinued,48.41306,-71.84528,1978,1979,94,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,102
02RG012,OUIATCHOUANICHE (RIVIERE),QC,Discontinued,48.53556,-72.26944,1977,1979,339,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,164
02RG013,SAINT-JEAN (LAC) A LA POINTE SCOTT,QC,Discontinued,48.52611,-72.22972,1978,1993,73000,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,110.0490036011
02RG014,BEAU PORTAGE (LAC DU),QC,Discontinued,48.36806,-71.57361,1924,1978,0.26,,N,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,167
02RG015,LOUIS (LAC),QC,Discontinued,48.36222,-71.57722,1924,2004,3.2,,N,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,147
02RG016,ROND (LAC),QC,Discontinued,48.36583,-71.57722,1924,1985,0.26,,N,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,168
02RG017,KENOGAMICHICHE (LAC),QC,Discontinued,48.36722,-71.61111,1969,1974,,,N,Level,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,141
02RG018,BELLE RIVIERE (RIVIERE LE) PRES D'HEBERTVILLE,QC,Discontinued,48.43889,-71.73694,1977,1979,422,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,109
02RG019,OUIQUI (LAC),QC,Discontinued,48.36306,-71.56167,1924,1996,0.26,,N,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,166
02RG020,SAINT-JEAN (LAC) À ROBERVAL (PRÈS DU CENTRE AQUATIQUE),QC,Active,48.52778,-72.22306,1985,2018,71600,,R,Level,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,99
02RG021,IROQUOIS (RIVIÈRE AUX) À SAINT-PRIME,QC,Active,48.5831,-72.379,2011,2018,177,,,Flow,Continuous,N,N,Y,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,123
02RH001,SAGUENAY (RIVIERE) A LA CENTRALE D'ISLE MALIGNE,QC,Discontinued,48.57722,-71.63528,1913,1993,73000,,R,Flow,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,95.0874176025
02RH002,CHICOUTIMI (RIVIERE) AU RESERVOIR KENOGAMI,QC,Active,48.30972,-71.21222,1906,2018,3990,,R,Flow and Level,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,164
02RH003,SHIPSHAW (RIVIERE) A LA CENTRALE DE MURDOCK-WILSON,QC,Discontinued,48.47361,-71.23722,1915,1980,2270,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,89
02RH004,SHIPSHAW (RIVIERE) AU RESERVOIR ONATCHIWAY,QC,Discontinued,48.89028,-71.03889,1918,1980,1740,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,298
02RH005,SHIPSHAW (RIVIERE) AU RESERVOIR PIPMUACAN,QC,Discontinued,49.33,-70.97833,1923,1994,277,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,398
02RH006,SHIPSHAW (RIVIERE) A LA CENTRALE DE LA MOTHE,QC,Discontinued,48.69861,-71.21278,1955,1980,2030,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,196.9297637939
02RH008,CHICOUTIMI (RIVIERE) A LA CENTRALE DE LA CIE PRICE,QC,Discontinued,48.42639,-71.07694,1954,1980,3500,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,14.1684484482
02RH011,SHIPSHAW (RIVIERE) A LA CENTRALE DE LA CHUTE AUX GALETS,QC,Discontinued,48.65139,-71.20333,1954,1980,2150,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,160.2225646973
02RH012,SHIPSHAW (RIVIERE) A LA CENTRALE DE BROCHET,QC,Discontinued,48.65778,-71.17111,1953,1980,2150,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE PRICE LIMITEE,Y,178.3122406006
02RH014,SABLES (RIVIERE AUX) AU RESERVOIR KENOGAMI,QC,Active,48.36028,-71.27694,1906,2018,3390,,R,Flow and Level,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,158
02RH015,CHICOUTIMI (RIVIERE) EN AVAL DU BARRAGE PORTAGE DES ROCHES,QC,Active,48.30417,-71.19444,1906,2018,3390,,R,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,147
02RH016,SAINT-LAURENT (FLEUVE) A TADOUSSAC,QC,Discontinued,48.13833,-69.71472,1968,1995,,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,4
02RH017,SAGUENAY (RIVIERE) A LA CENTRALE DE LA CHUTE A CARON,QC,Discontinued,48.45056,-71.25417,1938,1993,73800,,R,Flow,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,47.7749443054
02RH018,SAGUENAY (RIVIERE) EN AVAL DE LA CHUTE A CARON,QC,Discontinued,48.45056,-71.25417,1978,1993,73800,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,47.7749443054
02RH019,SAGUENAY (RIVIERE) A LA CENTRALE DE SHIPSHAW,QC,Discontinued,48.44028,-71.21556,1938,1993,73800,,R,Flow,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,78.6909103394
02RH020,SAGUENAY (RIVIERE) EN AVAL DE LA CENTRALE DE SHIPSHAW,QC,Discontinued,48.44778,-71.21556,1978,1993,73800,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,6.7342720032
02RH021,SAGUENAY (RIVIERE) EN AVAL DE LA CENTRALE DE L'ISLE MALIGNE,QC,Discontinued,48.57722,-71.63528,1978,1993,73000,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,95.0874176025
02RH022,PETITE-DECHARGE (LA) EN AVAL DU BARRAGE (SOPHIE),QC,Discontinued,48.57778,-71.74583,1978,1993,73000,,R,Level,Continuous,N,N,N,SERVICE GEODESIQUE DU CANADA,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,82
02RH023,CHICOUTIMI (RIVIERE) ET RIVIERE AUX SABLES AUX SORTIES DU RES KENOGAMI,QC,Discontinued,48.30972,-71.21222,1906,1978,3390,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,164
02RH024,CHICOUTAMI (RIVIERE) A LA CENTRALE DE LA CHUTE GARNEAU,QC,Discontinued,48.38611,-71.12944,1928,1994,3470,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,QUEBEC HYDRO-ELECTRIC COMMISSION,Y,124
02RH025,CHICOUTIMI (RIVIERE) A LA CENTRALE DU PONT ARNAUD,QC,Discontinued,48.41083,-71.12611,1928,1994,3500,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,QUEBEC HYDRO-ELECTRIC COMMISSION,Y,132
02RH026,CHICOUTIMI (RIVIERE) A LA CENTRALE S.M.P.C.,QC,Discontinued,48.4125,-71.10056,1957,1977,3500,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,SMELTER POWER CORPORATION,Y,110
02RH027,PIKAUBA (RIVIERE) EN AMONT DE LA RIVIERE APICA,QC,Active,47.94111,-71.38194,1969,2018,495,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,550
02RH028,CREEK OUTLET,QC,Discontinued,48.35472,-71.25278,1982,1997,3990,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,164
02RH029,SABLES (RIVIERE AUX) AU BARRAGE PIBRAC,QC,Discontinued,48.37111,-71.28389,1969,2010,3390,,R,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,150.0338134766
02RH032,SIMONCOUCHE (LAC),QC,Discontinued,48.29444,-71.17194,1941,1953,,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,153
02RH033,CAVE (LAC DE LA),QC,Discontinued,48.29528,-71.18944,1941,1953,,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,156
02RH034,ECORCES (RIVIERE AUX)-2,QC,Discontinued,48.18222,-71.64528,1966,1971,1110,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,352.7813415527
02RH035,ÉCORCES (RIVIERE AUX) EN AMONT DU PONT-ROUTE 169,QC,Active,48.18222,-71.64528,1971,2018,1110,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,352.7813415527
02RH036,CLAIRVAL (LAC),QC,Discontinued,48.29833,-71.21028,1941,1958,,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,218.5664520264
02RH040,LABONTE (LAC),QC,Discontinued,48.59167,-71.44306,1968,1974,,,R,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,128.0289001465
02RH041,SAINT-AMBROISE (LAC),QC,Discontinued,48.57778,-71.39306,1969,1974,,,N,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,124
02RH042,CLAIR (LAC),QC,Discontinued,48.6325,-71.10556,1968,1974,26,,N,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,190
02RH043,EMMURAILLE (LAC),QC,Discontinued,48.63333,-71.065,1968,1974,1.49,,N,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,205.7551879883
02RH044,DOCTEUR (LAC),QC,Discontinued,48.51917,-71.02417,1968,1974,,,R,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,153
02RH045,"VALIN (RIVIERE) À 3,5 KM DE L'EMBOUCHURE",QC,Active,48.48889,-70.97417,1974,2018,746,,N,Flow,Continuous,N,N,Y,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,100.733215332
02RH046,SAINTE-MARGUERITE NORD-EST(RIVIERE) PRES DE LA RIV. STE.MARGUERITE-2,QC,Discontinued,48.27167,-69.85778,1973,1977,1090,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,40.4110717773
02RH047,SAINTE-MARGUERITE NORD-EST(RIVIERE) PRES DE LA RIV. STE.MARGUERITE-1,QC,Discontinued,48.26722,-69.90778,1976,1998,1100,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,12
02RH048,HA HA (RIVIERE),QC,Discontinued,48.27472,-70.86778,1976,1996,572,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,152.6755218506
02RH049,PETIT SAGUENAY (RIVIERE),QC,Discontinued,48.18611,-70.05056,1974,2000,736,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,52.6027641296
02RH050,OTIS (LAC),QC,Discontinued,48.275,-70.63056,1968,1974,,,R,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,229.5331726074
02RH051,GOTH (LAC),QC,Discontinued,48.27917,-70.685,1968,1974,,,R,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,228.4199829102
02RH052,VASES (RIVIERE DES),QC,Discontinued,48.48111,-71.19056,1971,1974,81.6,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,74.995475769
02RH053,PETIT BRAS (RIVIERE LE) PRES DE LA RIVIERE DE VASES-1,QC,Discontinued,48.4825,-71.21528,1971,1972,11.4,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,78
02RH054,PETIT BRAS (RIVIERE LE) PRES DE LA RIVIERE DES VASES-2,QC,Discontinued,48.48194,-71.21222,1972,1974,12,,N,Flow,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,74.770652771
02RH055,SAINT-GERMAINS (LAC),QC,Discontinued,48.44167,-70.62778,1969,1974,,,N,Level,Miscellaneous,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,251
02RH056,MARS (RIVIERE A),QC,Discontinued,48.33083,-70.90556,1976,1978,642,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,34.0163917542
02RH057,BEDARD (RIVIERE),QC,Discontinued,48.52861,-71.69306,1977,1977,116,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,101
02RH059,AULNAIES (RIVIERE DES) EN AMONT DE LA RIVIERE LABONTE,QC,Discontinued,48.59222,-71.35556,1978,1979,219,,N,Flow,Seasonal,N,N,N,ARBITRAIRE,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,115.4176864624
02RH060,MARS (RIVIERE A) A LA BAIE,QC,Discontinued,48.30333,-70.98833,1983,1994,598,,N,Flow,Continuous,N,N,N,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,117.2905578613
02RH061,SABLES (RIVIERE AUX) EN AVAL DE PIBRAC,QC,Discontinued,48.37111,-71.28472,1980,1996,3390,,R,Flow,Miscellaneous,N,N,N,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,149
02RH062,PETITE-DECHARGE (LA) A LA SORTIE DU LAC JEAN,QC,Discontinued,48.56417,-71.75361,1913,1993,73000,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,LA COMPAGNIE ALUMINIUM DU CANADA,Y,102.9847946167
02RH063,DECHARGE DU PETIT LAC MONCOUCHE,QC,Discontinued,48.29528,-71.20278,1989,1996,0.48,,R,Flow,Continuous,N,N,N,,QUEBEC CITY,MINISTERE DE L'ENVIRONNEMENT DU QUEBEC,Y,157.1020812988
02RH064,SAGUENAY (RIVIERE) A LA BAIE (PORT-ALFRED),QC,Discontinued,48.33444,-70.87,1975,1997,81300,,R,Level,Continuous,N,N,N,ARBITRAIRE,QUEBEC CITY,OCEAN SCIENCE AND SURVEYS (DFO) (CANADA),Y,0
